relative_time,AccZ,AccY,AccX
0,8.94137954711914,0.25782662630081177,-1.9387845993041992
31,9.418747901916504,1.3471591472625732,-1.0456634759902954
67,9.58205795288086,0.851844847202301,-1.5343974828720093
103,9.972686767578125,0.2721835672855377,-1.8406788110733032
139,9.920044898986816,0.29730820655822754,-1.7312071323394775
181,9.627521514892578,0.5952146053314209,-1.4943177700042725
215,9.943374633789062,0.5030909776687622,-1.5882359743118286
251,9.908679008483887,0.23629122972488403,-1.892722725868225
286,9.42772102355957,0.4217349886894226,-1.898106575012207
318,9.08255672454834,0.6215356588363647,-2.066800594329834
353,9.308079719543457,0.34576287865638733,-2.2265214920043945
389,9.732208251953125,0.062213387340307236,-2.7690939903259277
426,10.74556827545166,0.13938191533088684,-3.2303106784820557
461,10.04267692565918,-0.07118647545576096,-3.239881753921509
496,9.308079719543457,-0.1339980661869049,-3.5611183643341064
532,,,-3.7094733715057373
533,9.837491989135742,0.2392822653055191,
568,,,-3.2620155811309814
569,9.747760772705078,0.6604190468788147,
604,7.461419105529785,-0.49292147159576416,-2.9623143672943115
639,,,-5.304289817810059
640,7.989634990692139,0.4905286431312561,
675,8.121838569641113,1.046859860420227,-3.3589248657226562
711,8.59322452545166,0.8793623447418213,-3.518047571182251
747,9.069396018981934,0.5156532526016235,-3.3708889484405518
782,,,-2.526820659637451
783,9.515059471130371,0.3684946894645691,
818,9.296713829040527,0.6185446381568909,-2.644068956375122
854,9.972088813781738,0.4378865361213684,-2.4819552898406982
892,9.966106414794922,-0.34995031356811523,-2.7517459392547607
926,9.990034103393555,-0.6191428303718567,-2.3096721172332764
961,10.670792579650879,0.45583271980285645,-1.2484551668167114
997,9.42054271697998,0.40378883481025696,-1.0247262716293335
1033,9.107083320617676,0.7585247755050659,-0.8303094506263733
1068,,,-0.05802594870328903
1069,10.197611808776855,1.1700903177261353,
1104,,,-0.4701896607875824
1105,9.486943244934082,0.27696922421455383,
1142,9.624530792236328,1.5152549743652344,0.029312077909708023
1176,10.895119667053223,2.0344974994659424,0.8141579031944275
1211,,,1.057627558708191
1212,9.482755661010742,1.6450655460357666,
1247,,,0.12143574655056
1248,9.270991325378418,1.4608181715011597,
1283,9.81117057800293,1.074975609779358,0.11545369029045105
1319,9.999606132507324,0.8925228714942932,0.004785645287483931
1355,9.69930648803711,0.4169493317604065,-0.21355941891670227
1390,,,-0.016749758273363113
1391,9.459425926208496,0.33738797903060913,
1426,9.555737495422363,0.24586252868175507,0.0011964113218709826
1462,10.555338859558105,0.13040883839130402,-0.040677983313798904
1497,,,-0.33738797903060913
1498,10.1814603805542,0.24825534224510193,
1533,,,-0.3170489966869354
1534,9.399007797241211,0.4749752879142761,
1569,9.567103385925293,1.311864972114563,-1.0163514614105225
1606,,,-0.7663014531135559
1607,9.22253704071045,0.005982056725770235,
1641,9.517452239990234,-0.8171489238739014,0.3242274820804596
1676,9.52941608428955,-1.3142578601837158,0.5551348328590393
1712,10.048060417175293,,0.27816563844680786
1713,,-1.4165509939193726,
1748,10.107880592346191,-1.2897313833236694,-0.5958128571510315
1784,9.943374633789062,-1.337587833404541,-1.0767701864242554
1819,,,-1.0055837631225586
1820,9.404989242553711,-1.1060823202133179,
1855,9.471389770507812,-1.5074782371520996,-1.9286150932312012
1891,9.824331283569336,-0.9152546525001526,-1.550549030303955
1927,8.880363464355469,-0.9798609018325806,-1.6187444925308228
1968,8.574081420898438,-1.0241280794143677,-1.6965112686157227
2013,9.084351539611816,-0.7782655358314514,-1.4291132688522339
2056,9.166903495788574,-1.2891331911087036,-1.893320918083191
2078,9.691530227661133,-1.1874382495880127,-2.0237298011779785
2117,10.887941360473633,-1.0929217338562012,-1.9573289155960083
2159,11.740384101867676,-0.15314064919948578,-1.2592228651046753
2178,10.431509971618652,0.6753742098808289,0.23270200192928314
2213,8.116454124450684,1.6558332443237305,2.5124638080596924
2254,8.554341316223145,1.179063320159912,0.31345975399017334
2287,7.774280548095703,1.1934202909469604,-0.6604190468788147
2320,,,1.6151553392410278
2321,9.89970588684082,2.1930220127105713,
2356,8.443074226379395,1.3316057920455933,1.0049854516983032
2392,9.316454887390137,1.7682958841323853,-0.3487538993358612
2427,9.7998046875,0.8679963946342468,0.6454638838768005
2463,10.701300621032715,0.5539384484291077,0.9678967595100403
2499,9.845867156982422,0.29850462079048157,0.7794619798660278
2537,7.5942206382751465,1.0947163105010986,1.308275818824768
2571,8.60877799987793,1.2484551668167114,1.0432707071304321
2607,9.546165466308594,0.8159525394439697,1.7832510471343994
2644,9.664610862731934,,1.8418751955032349
2645,,0.2027917206287384,
2679,8.639883995056152,,3.205185890197754
2680,,0.39421752095222473,
2714,5.838487148284912,-0.8793623447418213,4.945366382598877
2749,4.989633560180664,-0.4414757788181305,3.0789644718170166
2785,4.325026988983154,-1.726421594619751,3.4504501819610596
2821,2.1056840419769287,-0.9320043921470642,2.1475582122802734
2857,1.6480566263198853,-2.730808734893799,1.5230315923690796
2892,6.8895344734191895,-3.5150563716888428,5.599205017089844
2928,2.2648067474365234,-3.226123094558716,10.124032974243164
2964,,,15.738790512084961
2965,-1.4775680303573608,-2.152942180633545,
2999,,,20.497516632080078
3000,-3.349353551864624,-1.2664014101028442,
3036,-4.6061835289001465,-0.6424728631973267,23.143978118896484
3071,,,22.680967330932617
3072,-0.7070791125297546,-0.8847461938858032,
3107,,,16.96331787109375
3108,0.4426721930503845,-3.025724172592163,
3143,-1.5409778356552124,-2.843869686126709,14.467005729675293
3179,0.20458634197711945,-2.1062822341918945,14.040485382080078
3216,,,11.260025024414062
3217,-5.518447399139404,-1.0007981061935425,
3250,4.569693088531494,-2.3802602291107178,7.085147857666016
3285,,,7.980063438415527
3286,7.23170804977417,-0.2829512655735016,
3321,,,1.9435701370239258
3322,4.945964336395264,-2.200200319290161,
3357,-0.09092725813388824,-1.2640085220336914,1.212562918663025
3393,-5.684150218963623,0.5790630578994751,4.432703971862793
3436,-0.7345965504646301,-0.519242525100708,6.211169242858887
3464,1.5176477432250977,-1.311864972114563,4.316053867340088
3500,1.812563180923462,-0.6699903607368469,7.251449108123779
3536,2.135594129562378,-0.24885354936122894,10.146764755249023
3571,,,8.779266357421875
3572,2.633899450302124,-1.5649060010910034,
3607,3.782454490661621,-2.4568307399749756,11.057233810424805
3644,2.431107759475708,-3.283550977706909,10.316655158996582
3680,1.8263218402862549,-1.8442680835723877,12.220145225524902
3716,,,12.928421020507812
3717,-0.3320041298866272,1.4979069232940674,
3751,,,10.911271095275879
3752,-1.1455638408660889,1.0606186389923096,
3788,,,10.542776107788086
3789,-1.8340985774993896,0.6717849373817444,
3824,-1.1850453615188599,,13.371092796325684
3825,,-0.28175488114356995,
3860,-2.9940192699432373,,15.090933799743652
3861,,0.23988047242164612,
3895,-1.1234302520751953,0.363709032535553,16.104293823242188
3931,1.1084750890731812,0.031106693670153618,12.059825897216797
3969,1.353141188621521,-1.2861422300338745,6.938587665557861
4001,0.42831525206565857,,4.4721856117248535
4002,,-1.7330018281936646,
4037,-0.8769695162773132,-2.8223342895507812,3.077768087387085
4074,-3.594019651412964,-2.657827854156494,3.8255252838134766
4110,0.268594354391098,,8.557929992675781
4111,,-3.582653760910034,
4147,3.954737663269043,-4.6372904777526855,13.228121757507324
4181,-0.6729813814163208,-4.837689399719238,12.146566390991211
4216,4.763511657714844,-5.505885124206543,12.253644943237305
4253,9.30748176574707,,12.387642860412598
4254,,-4.135993957519531,
4289,0.9427721500396729,0.9678967595100403,14.044672966003418
4324,-8.653044700622559,4.878366947174072,13.170694351196289
4359,-7.145566463470459,4.767699241638184,8.624929428100586
4395,-3.360121250152588,4.512265205383301,7.840681552886963
4432,,,7.597211837768555
4433,-3.6191442012786865,1.8323038816452026,
4468,-1.2687941789627075,-3.64127779006958,7.09292459487915
4504,-2.1068804264068604,-3.4713873863220215,9.745368003845215
4539,1.0396814346313477,,11.986247062683105
4540,,1.2065808773040771,
4575,0.12263216078281403,3.6819558143615723,15.809977531433105
4610,0.8937192559242249,2.435295343399048,18.24886131286621
4646,,,16.56311798095703
4647,3.226123094558716,0.7268198728561401,
4681,,,6.049654006958008
4682,1.0713863372802734,-5.974279880523682,
4717,,,2.1128623485565186
4718,-2.5501506328582764,-7.936394691467285,
4754,-3.4259238243103027,-6.3254265785217285,1.6845471858978271
4790,-0.24406790733337402,-4.707878589630127,2.5052852630615234
4826,0.5455635786056519,-3.776472330093384,6.1944193840026855
4861,-2.159522533416748,-3.9349968433380127,11.451451301574707
4896,-2.878565549850464,,11.33539867401123
4897,,-2.475374937057495,
4933,1.252044439315796,,10.456036567687988
4934,,-5.071587562561035,
4968,-3.518645763397217,,11.186446189880371
4969,,-10.805388450622559,
5004,-2.2677977085113525,,10.601400375366211
5005,,-11.137990951538086,
5040,-2.201396942138672,-8.203792572021484,6.038886070251465
5075,-2.3359930515289307,-6.1704912185668945,3.2991042137145996
5114,-1.9423737525939941,-2.9826533794403076,0.890728235244751
5147,,,0.2835494875907898
5148,-1.552941918373108,-1.877767562866211,
5182,,,0.3164508044719696
5183,-1.3698909282684326,-1.378864049911499,
5219,-0.9326026439666748,-1.397408366203308,1.231107234954834
5254,-0.885344386100769,-31.694730758666992,-0.049651071429252625
5290,,,1.0857433080673218
5291,3.6335012912750244,-24.335603713989258,
5326,,,1.327418327331543
